CÓDIGO DO PROCEDIMENTO NO SIGTAP;PROCEDIMENTO CIRÚRGICO;QUANTIDADE DE SOLICITAÇÕES NA FILA ATÉ DIA 31/12/22;Redução do Tamanho da Fila (%);Prazo para reduzir o % proposto (em meses);Qtde de cirurgias a serem feitas no prazo pactuado;SQ (CODIGO Interno;UF;STATUS
404020453;OSTEOTOMIA DA MAXILA;8;0.593;10;5;100020;MARANHÃO;APROVADO
404020771;RESSECÇÃO DE LESÃO DA BOCA;66;0.593;10;40;100021;MARANHÃO;APROVADO
404030254;TRATAMENTO CIRÚRGICO DE FÍSTULAS ORONASAIS EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL;140;0.593;10;84;100022;MARANHÃO;APROVADO
404030319;TRATAMENTO CIRÚRGICO DE MACROSTOMIA /MICROSTOMIA POR ANOMALIA CRANIOFACIAL;2;1.0;10;2;100023;MARANHÃO;APROVADO
407010084;ESOFAGOPLASTIA / GASTROPLASTIA;7;0.593;10;5;100024;MARANHÃO;APROVADO
407010106;ESOFAGORRAFIA TORACICA;2;1.0;10;2;100025;MARANHÃO;APROVADO
407010114;ESOFAGOSTOMIA;5;0.593;10;3;100026;MARANHÃO;APROVADO
407010165;GASTROENTEROANASTOMOSE;7;0.593;10;5;100027;MARANHÃO;APROVADO
407010211;GASTROSTOMIA;177;0.593;10;105;100028;MARANHÃO;APROVADO
407010238;PILOROPLASTIA;12;0.593;10;8;100029;MARANHÃO;APROVADO
407010297;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO;4;0.593;10;3;100030;MARANHÃO;APROVADO
407020063;COLECTOMIA PARCIAL (HEMICOLECTOMIA);5;0.593;10;3;100031;MARANHÃO;APROVADO
407020179;ENTERECTOMIA;13;0.593;10;8;100032;MARANHÃO;APROVADO
407020187;ENTEROANASTOMOSE (QUALQUER SEGMENTO);162;0.593;10;97;100033;MARANHÃO;APROVADO
407020276;FISTULECTOMIA / FISTULOTOMIA ANAL;118;0.593;10;70;100034;MARANHÃO;APROVADO
407020322;PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL;25;0.593;10;15;100035;MARANHÃO;APROVADO
407020420;TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO;15;0.593;10;9;100036;MARANHÃO;APROVADO
407020454;TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS;6;0.593;10;4;100037;MARANHÃO;APROVADO
407020462;TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL;4;0.593;10;3;100038;MARANHÃO;APROVADO
407020470;TRATAMENTO CIRURGICO DE PROLAPSO ANAL;10;0.593;10;6;100039;MARANHÃO;APROVADO
407030018;ANASTOMOSE BILEO-DIGESTIVA;7;0.593;10;5;100040;MARANHÃO;APROVADO
407030026;COLECISTECTOMIA;5702;0.593;10;3382;100041;MARANHÃO;APROVADO
407030042;COLECISTOSTOMIA;26;0.593;10;16;100042;MARANHÃO;APROVADO
407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL);7;0.593;10;5;100043;MARANHÃO;APROVADO
407040056;HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA);6;0.593;10;4;100044;MARANHÃO;APROVADO
407040064;HERNIOPLASTIA EPIGASTRICA;509;0.593;10;302;100045;MARANHÃO;APROVADO
407040080;HERNIOPLASTIA INCISIONAL;447;0.593;10;266;100046;MARANHÃO;APROVADO
407040099;HERNIOPLASTIA INGUINAL (BILATERAL);1003;0.593;10;595;100047;MARANHÃO;APROVADO
407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);3386;0.593;10;2008;100048;MARANHÃO;APROVADO
407040129;HERNIOPLASTIA UMBILICAL;1762;0.593;10;1045;100049;MARANHÃO;APROVADO
407040161;LAPAROTOMIA EXPLORADORA;636;0.593;10;378;100050;MARANHÃO;APROVADO
407040226;REPARACAO DE OUTRAS HERNIAS;248;0.593;10;148;100051;MARANHÃO;APROVADO
409010090;CISTOSTOMIA;123;0.593;10;73;100052;MARANHÃO;APROVADO
409010219;NEFRECTOMIA TOTAL;49;0.593;10;30;100053;MARANHÃO;APROVADO
409010332;PIELOSTOMIA;2;1.0;10;2;100054;MARANHÃO;APROVADO
409020079;MEATOTOMIA SIMPLES;57;0.593;10;34;100055;MARANHÃO;APROVADO
409020133;URETROPLASTIA AUTOGENA;31;0.593;10;19;100056;MARANHÃO;APROVADO
409020168;URETROSTOMIA PERINEAL / CUTANEA / EXTERNA;5;0.593;10;3;100057;MARANHÃO;APROVADO
409040070;EXERESE DE CISTO DE EPIDIDIMO;55;0.593;10;33;100058;MARANHÃO;APROVADO
409040096;EXPLORACAO CIRURGICA DA BOLSA ESCROTAL;30;0.593;10;18;100059;MARANHÃO;APROVADO
409040134;ORQUIDOPEXIA UNILATERAL;65;0.593;10;39;100060;MARANHÃO;APROVADO
409040169;ORQUIECTOMIA UNILATERAL;54;0.593;10;33;100061;MARANHÃO;APROVADO
409040215;TRATAMENTO CIRURGICO DE HIDROCELE;311;0.593;10;185;100062;MARANHÃO;APROVADO
409040231;TRATAMENTO CIRURGICO DE VARICOCELE;131;0.593;10;78;100063;MARANHÃO;APROVADO
409050032;CORRECAO DE HIPOSPADIA (1O TEMPO);72;0.593;10;43;100064;MARANHÃO;APROVADO
409050040;CORRECAO DE HIPOSPADIA (2O TEMPO);5;0.593;10;3;100065;MARANHÃO;APROVADO
409050075;PLASTICA TOTAL DO PENIS;22;0.593;10;14;100066;MARANHÃO;APROVADO
409050083;POSTECTOMIA;1708;0.593;10;1013;100067;MARANHÃO;APROVADO
409060216;OOFORECTOMIA / OOFOROPLASTIA;642;0.593;10;381;100068;MARANHÃO;APROVADO
409060232;SALPINGECTOMIA UNI / BILATERAL;575;0.593;10;341;100069;MARANHÃO;APROVADO
409070220;TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS;37;0.593;10;22;100070;MARANHÃO;APROVADO
409070262;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS;31;0.593;10;19;100071;MARANHÃO;APROVADO
412030012;DESCORTICAÇÃO PULMONAR;22;0.593;10;14;100072;MARANHÃO;APROVADO
412040158;TORACOPLASTIA (QUALQUER TECNICA);4;0.593;10;3;100073;MARANHÃO;APROVADO
412040174;TORACOTOMIA EXPLORADORA;20;0.593;10;12;100074;MARANHÃO;APROVADO
412050048;LOBECTOMIA PULMONAR;6;0.593;10;4;100075;MARANHÃO;APROVADO
414020413;TRATAMENTO ODONTOLOGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS;27;0.593;10;17;100076;MARANHÃO;APROVADO
401020037;ENXERTO LIVRE DE PELE TOTAL;2;1.0;10;2;100077;MARANHÃO;APROVADO
401020053;EXCISAO E SUTURA DE LESAO NA PELE C/ PLASTICA EM Z OU ROTACAO DE RETALHO;156;0.593;10;93;100078;MARANHÃO;APROVADO
402010019;EXTIRPACAO DE BOCIO INTRATORACICO POR VIA TRANSESTERNAL;1;1.0;10;1;100079;MARANHÃO;APROVADO
402010035;TIREOIDECTOMIA PARCIAL;28;0.593;10;17;100080;MARANHÃO;APROVADO
402010043;TIREOIDECTOMIA TOTAL;65;0.593;10;39;100081;MARANHÃO;APROVADO
403010047;CRANIOTOMIA PARA RETIRADA DE CISTO / ABSCESSO / GRANULOMA ENCEFALICO;1;1.0;10;1;100082;MARANHÃO;APROVADO
403010110;DESCOMPRESSAO DE ORBITA POR DOENÇA OU TRAUMA;1;1.0;10;1;100083;MARANHÃO;APROVADO
403010128;MICROCIRURGIA CEREBRAL ENDOSCOPICA;2;1.0;10;2;100084;MARANHÃO;APROVADO
403010144;RECONSTRUCAO CRANIANA / CRANIO-FACIAL;1;1.0;10;1;100085;MARANHÃO;APROVADO
403010390;DRENAGEM LIQUÓRICA LOMBAR EXTERNA;1;1.0;10;1;100086;MARANHÃO;APROVADO
403020034;MICROCIRURGIA DE PLEXO BRAQUIAL COM EXPLORAÇÃO E NEUROLISE;1;1.0;10;1;100087;MARANHÃO;APROVADO
403020042;MICROCIRURGIA DE PLEXO BRAQUIAL COM MICROENXERTIA;4;0.593;10;3;100088;MARANHÃO;APROVADO
403020069;MICRONEURORRAFIA;1;1.0;10;1;100089;MARANHÃO;APROVADO
403020131;TRATAMENTO MICROCIRURGICO DE TUMOR DE NERVO PERIFERICO / NEUROMA;5;0.593;10;3;100090;MARANHÃO;APROVADO
403030013;CRANIOTOMIA PARA BIOPSIA ENCEFALICA;1;1.0;10;1;100091;MARANHÃO;APROVADO
403030048;CRANIOTOMIA PARA RETIRADA DE TUMOR INTRACRANIANO;2;1.0;10;2;100092;MARANHÃO;APROVADO
403030099;MICROCIRURGIA DE TUMOR MEDULAR COM TECNICA COMPLEMENTAR;2;1.0;10;2;100093;MARANHÃO;APROVADO
403030129;MICROCIRURGIA PARA TUMOR DA BASE DO CRANIO;1;1.0;10;1;100094;MARANHÃO;APROVADO
403030145;MICROCIRURGIA PARA TUMOR INTRACRANIANO;16;0.593;10;10;100095;MARANHÃO;APROVADO
403030153;MICROCIRURGIA PARA TUMOR INTRACRANIANO (COM TECNICA COMPLEMENTAR);52;0.593;10;31;100096;MARANHÃO;APROVADO
403030161;RESSECÇÃO DE TUMOR RAQUIMEDULAR EXTRADURAL;1;1.0;10;1;100097;MARANHÃO;APROVADO
403040027;DESCOMPRESSAO NEUROVASCULAR DE NERVOS CRANIANOS;1;1.0;10;1;100098;MARANHÃO;APROVADO
403050030;BLOQUEIOS PROLONGADOS DE SISTEMA NERVOSO PERIFERICO / CENTRAL COM BOMBA DE INFUSAO;1;1.0;10;1;100099;MARANHÃO;APROVADO
403050111;SIMPATECTOMIA LOMBAR A CEU ABERTO;2;1.0;10;2;100100;MARANHÃO;APROVADO
404010482;SEPTOPLASTIA PARA CORREÇÃO DE DESVIO;18;0.593;10;11;100101;MARANHÃO;APROVADO
404020070;RESSECÇÃO DE GLÂNDULA SALIVAR;1;1.0;10;1;100102;MARANHÃO;APROVADO
404020143;GLOSSECTOMIA PARCIAL;92;0.593;10;55;100103;MARANHÃO;APROVADO
404020224;RECONSTRUÇÃO TOTAL DE CAVIDADE ORBITÁRIA;3;0.593;10;2;100104;MARANHÃO;APROVADO
404020232;RECONSTRUÇÃO TOTAL OU PARCIAL DE LÁBIO;6;0.593;10;4;100105;MARANHÃO;APROVADO
404020240;RECONSTRUÇÃO TOTAL OU PARCIAL DE NARIZ;1;1.0;10;1;100106;MARANHÃO;APROVADO
404020275;RESSECÇÃO DE LESÃO MALIGNA E BENIGNA DA REGIÃO CRANIO E BUCOMAXILOFACIAL;7;0.593;10;5;100107;MARANHÃO;APROVADO
404020380;TRATAMENTO CIRÚRGICO DE OSTEOMIELITE DE OSSOS DA FACE;5;0.593;10;3;100108;MARANHÃO;APROVADO
404020470;RECONSTRUÇÃO DO SULCO GENGIVO-LABIAL;4;0.593;10;3;100109;MARANHÃO;APROVADO
404020500;OSTEOSSÍNTESE DA FRATURA COMPLEXA DA MANDÍBULA;71;0.593;10;43;100110;MARANHÃO;APROVADO
404020518;OSTEOSSÍNTESE DE FRATURA COMPLEXA DA MAXILA;10;0.593;10;6;100111;MARANHÃO;APROVADO
404020526;OSTEOSSINTESE DE FRATURA DO COMPLEXO ÓRBITO-ZIGOMÁTICO-MAXILAR;23;0.593;10;14;100112;MARANHÃO;APROVADO
404020534;OSTEOSSÍNTESE DE FRATURA DO COMPLEXO NASO-ÓRBITO-ETMOIDAL;2;1.0;10;2;100113;MARANHÃO;APROVADO
404020585;REDUÇÃO DE FRATURA DA MAXILA - LE FORT I SEM OSTEOSSÍNTESE.;2;1.0;10;2;100114;MARANHÃO;APROVADO
404020607;REDUÇÃO DE FRATURA DA MANDÍBULA SEM OSTEOSSINTESE.;3;0.593;10;2;100115;MARANHÃO;APROVADO
405010125;RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA;28;0.593;10;17;100116;MARANHÃO;APROVADO
406020078;IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL);46;0.593;10;28;100117;MARANHÃO;APROVADO
406020248;LINFADENECTOMIA RADICAL CERVICAL UNILATERAL;1;1.0;10;1;100118;MARANHÃO;APROVADO
406020566;TRATAMENTO CIRURGICO DE VARIZES (BILATERAL);252;0.593;10;150;100119;MARANHÃO;APROVADO
406020574;TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL);196;0.593;10;117;100120;MARANHÃO;APROVADO
407010076;ESOFAGOGASTRECTOMIA;2;1.0;10;2;100121;MARANHÃO;APROVADO
407010335;TRATAMETO CIRURGICO DE MEGAESOFAGO SEM RESSECCAO / CONSERVADOR;3;0.593;10;2;100122;MARANHÃO;APROVADO
407020071;COLECTOMIA TOTAL;5;0.593;10;3;100123;MARANHÃO;APROVADO
407020152;DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL;4;0.593;10;3;100124;MARANHÃO;APROVADO
407020268;FECHAMENTO DE FISTULA DE RETO;12;0.593;10;8;100125;MARANHÃO;APROVADO
407020284;HEMORROIDECTOMIA;519;0.593;10;308;100126;MARANHÃO;APROVADO
407020403;RETOSSIGMOIDECTOMIA ABDOMINAL;5;0.593;10;3;100127;MARANHÃO;APROVADO
407020411;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL;4;0.593;10;3;100128;MARANHÃO;APROVADO
407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA;1607;0.593;10;953;100129;MARANHÃO;APROVADO
407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA;8;0.593;10;5;100130;MARANHÃO;APROVADO
407030123;ESPLENECTOMIA;22;0.593;10;14;100131;MARANHÃO;APROVADO
407040072;HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA;2;1.0;10;2;100132;MARANHÃO;APROVADO
407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA;46;0.593;10;28;100133;MARANHÃO;APROVADO
407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA;24;0.593;10;15;100134;MARANHÃO;APROVADO
408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;254;0.593;10;151;100135;MARANHÃO;APROVADO
408020610;TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO;2;1.0;10;2;100136;MARANHÃO;APROVADO
408020644;TRATAMENTO CIRÚRGICO P/ CENTRALIZAÇÃO DO PUNHO;50;0.593;10;30;100137;MARANHÃO;APROVADO
408030011;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS;10;0.593;10;6;100138;MARANHÃO;APROVADO
408030038;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR DOIS NÍVEIS;2;1.0;10;2;100139;MARANHÃO;APROVADO
408030046;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR SEIS NÍVEIS;11;0.593;10;7;100140;MARANHÃO;APROVADO
408030054;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR TRES NÍVEIS;8;0.593;10;5;100141;MARANHÃO;APROVADO
408030062;ARTRODESE CERVICAL ANTERIOR TRÊS NIVEIS;1;1.0;10;1;100142;MARANHÃO;APROVADO
408030070;ARTRODESE CERVICAL ANTERIOR DOIS NÍVEIS;1;1.0;10;1;100143;MARANHÃO;APROVADO
408030097;ARTRODESE CERVICAL ANTERIOR CINCO NÍVEIS;3;0.593;10;2;100144;MARANHÃO;APROVADO
408030100;ARTRODESE CERVICAL ANTERIOR QUATRO NÍVEIS;3;0.593;10;2;100145;MARANHÃO;APROVADO
408030216;ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR;1;1.0;10;1;100146;MARANHÃO;APROVADO
408030267;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NÍVEL;1;1.0;10;1;100147;MARANHÃO;APROVADO
408030275;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRÊS NIVEIS;3;0.593;10;2;100148;MARANHÃO;APROVADO
408030283;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NÍVEIS;3;0.593;10;2;100149;MARANHÃO;APROVADO
408030291;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NÍVEIS,;2;1.0;10;2;100150;MARANHÃO;APROVADO
408030305;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NÍVEIS,;3;0.593;10;2;100151;MARANHÃO;APROVADO
408030313;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NÍVEIS,;2;1.0;10;2;100152;MARANHÃO;APROVADO
408030321;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS,;2;1.0;10;2;100153;MARANHÃO;APROVADO
408030402;DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NÍVEIS);16;0.593;10;10;100154;MARANHÃO;APROVADO
408040050;ARTROPLASTIA PARCIAL DE QUADRIL;113;0.593;10;68;100155;MARANHÃO;APROVADO
408040084;ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA;11;0.593;10;7;100156;MARANHÃO;APROVADO
408050160;RECONSTRUCAO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR);363;0.593;10;216;100157;MARANHÃO;APROVADO
408050721;TRATAMENTO CIRÚRGICO DE METATARSO PRIMO VARO;4;0.593;10;3;100158;MARANHÃO;APROVADO
408050810;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO COLO DO FÊMUR;47;0.593;10;28;100159;MARANHÃO;APROVADO
408060018;ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO;5;0.593;10;3;100160;MARANHÃO;APROVADO
408060247;RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ RETALHO NÃO MICROCIRÚRGICO (EXCETO MÃO E PÉ);1;1.0;10;1;100161;MARANHÃO;APROVADO
408060310;RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES;97;0.593;10;58;100162;MARANHÃO;APROVADO
408060336;RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO;6;0.593;10;4;100163;MARANHÃO;APROVADO
408060352;RETIRADA DE FIO OU PINO INTRA-ÓSSEO;750;0.593;10;445;100164;MARANHÃO;APROVADO
408060360;RETIRADA DE FIXADOR EXTERNO;277;0.593;10;165;100165;MARANHÃO;APROVADO
408060379;RETIRADA DE PLACA E/OU PARAFUSOS;530;0.593;10;315;100166;MARANHÃO;APROVADO
408060425;REVISÃO CIRÚRGICA DE COTO DE AMPUTAÇÃO DOS DEDOS;31;0.593;10;19;100167;MARANHÃO;APROVADO
409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA;99;0.593;10;59;100168;MARANHÃO;APROVADO
409010170;INSTALACAO ENDOSCOPICA DE CATETER DUPLO J;15;0.593;10;9;100169;MARANHÃO;APROVADO
409010200;NEFRECTOMIA PARCIAL;40;0.593;10;24;100170;MARANHÃO;APROVADO
409010227;NEFROLITOTOMIA;48;0.593;10;29;100171;MARANHÃO;APROVADO
409010235;NEFROLITOTOMIA PERCUTANEA;13;0.593;10;8;100172;MARANHÃO;APROVADO
409010294;NEFROSTOMIA PERCUTANEA;13;0.593;10;8;100173;MARANHÃO;APROVADO
409010383;RESSECCAO ENDOSCOPICA DE LESAO VESICAL;25;0.593;10;15;100174;MARANHÃO;APROVADO
409010413;TRATAMENTO CIRURGICO DE BEXIGA NEUROGENICA;8;0.593;10;5;100175;MARANHÃO;APROVADO
409010430;TRATAMENTO CIRURGICO DE CISTOCELE;36;0.593;10;22;100176;MARANHÃO;APROVADO
409010553;URETEROENTEROSTOMIA;4;0.593;10;3;100177;MARANHÃO;APROVADO
409010561;URETEROLITOTOMIA;111;0.593;10;66;100178;MARANHÃO;APROVADO
409010588;URETEROSTOMIA CUTANEA;8;0.593;10;5;100179;MARANHÃO;APROVADO
409010596;URETEROLITOTRIPSIA TRANSURETEROSCÓPICA;647;0.593;10;384;100180;MARANHÃO;APROVADO
409020176;URETROTOMIA INTERNA;104;0.593;10;62;100181;MARANHÃO;APROVADO
409030023;PROSTATECTOMIA SUPRAPÚBICA;539;0.593;10;320;100182;MARANHÃO;APROVADO
409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;345;0.593;10;205;100183;MARANHÃO;APROVADO
409040126;ORQUIDOPEXIA BILATERAL;55;0.593;10;33;100184;MARANHÃO;APROVADO
409040142;ORQUIECTOMIA SUBCAPSULAR BILATERAL;5;0.593;10;3;100185;MARANHÃO;APROVADO
409040150;ORQUIECTOMIA UNI OU BILATERAL C/ ESVAZIAMENTO GANGLIONAR;3;0.593;10;2;100186;MARANHÃO;APROVADO
409050016;AMPUTACAO DE PENIS;7;0.593;10;5;100187;MARANHÃO;APROVADO
409060038;EXCISÃO TIPO 3 DO COLO UTERINO;21;0.593;10;13;100188;MARANHÃO;APROVADO
409060135;HISTERECTOMIA TOTAL;3831;0.593;10;2272;100189;MARANHÃO;APROVADO
409060208;MIOMECTOMIA VIDEOLAPAROSCOPICA;20;0.593;10;12;100190;MARANHÃO;APROVADO
409070050;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR;957;0.593;10;568;100191;MARANHÃO;APROVADO
409070076;COLPOPERINEORRAFIA NAO OBSTETRICA;3;0.593;10;2;100192;MARANHÃO;APROVADO
409070149;EXERESE DE CISTO VAGINAL;66;0.593;10;40;100193;MARANHÃO;APROVADO
409070238;TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL;6;0.593;10;4;100194;MARANHÃO;APROVADO
409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;169;0.593;10;101;100195;MARANHÃO;APROVADO
410010081;PLASTICA MAMARIA MASCULINA;11;0.593;10;7;100196;MARANHÃO;APROVADO
410010111;SETORECTOMIA / QUADRANTECTOMIA;713;0.593;10;423;100197;MARANHÃO;APROVADO
402010027;PARATIREOIDECTOMIA;3;0.593;10;2;100198;MARANHÃO;APROVADO
404010466;PAROTIDECTOMIA PARCIAL OU SUBTOTAL;2;1.0;10;2;100199;MARANHÃO;APROVADO
404020208;LABIOPLASTIA PARA REDUÇÃO OU CORREÇÃO DA HIPERTROFIA DO LÁBIO;5;0.593;10;3;100200;MARANHÃO;APROVADO
406020108;DISSECCAO RADICAL DO PESCOCO;14;0.593;10;9;100201;MARANHÃO;APROVADO
406020221;LINFADENECTOMIA RADICAL AXILAR UNILATERAL;1;1.0;10;1;100202;MARANHÃO;APROVADO
406020230;LINFADENECTOMIA RADICAL CERVICAL BILATERAL;1;1.0;10;1;100203;MARANHÃO;APROVADO
407010300;TRATAMENTO CIRURGICO DE VARIZES ESOFAGICAS;1;1.0;10;1;100204;MARANHÃO;APROVADO
407020225;EXCISAO DE LESAO / TUMOR ANU-RETAL;11;0.593;10;7;100205;MARANHÃO;APROVADO
407030255;COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA TERAPÊUTICA;1;1.0;10;1;100206;MARANHÃO;APROVADO
408050896;TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL;126;0.593;10;75;100207;MARANHÃO;APROVADO
408060301;RESSECÇÃO MUSCULAR;2;1.0;10;2;100208;MARANHÃO;APROVADO
408060441;TENÓLISE;22;0.593;10;14;100209;MARANHÃO;APROVADO
409060046;CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO;122;0.593;10;73;100210;MARANHÃO;APROVADO
409060100;HISTERECTOMIA (POR VIA VAGINAL);283;0.593;10;168;100211;MARANHÃO;APROVADO
409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);1051;0.593;10;624;100212;MARANHÃO;APROVADO
409060194;MIOMECTOMIA;168;0.593;10;100;100213;MARANHÃO;APROVADO
409060224;RESSECCAO DE VARIZES PELVICAS;1;1.0;10;1;100214;MARANHÃO;APROVADO
409060275;TRAQUELOPLASTIA;1;1.0;10;1;100215;MARANHÃO;APROVADO
409070068;COLPOPERINEOPLASTIA POSTERIOR;47;0.593;10;28;100216;MARANHÃO;APROVADO
409070157;EXERESE DE GLANDULA DE BARTHOLIN / SKENE;115;0.593;10;69;100217;MARANHÃO;APROVADO
409070190;MARSUPIALIZACAO DE GLANDULA DE BARTOLIN;24;0.593;10;15;100218;MARANHÃO;APROVADO
409070254;TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL;39;0.593;10;24;100219;MARANHÃO;APROVADO
412050102;RESSECÇÃO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO;4;0.593;10;3;100220;MARANHÃO;APROVADO
407010289;TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO;2;1.0;10;2;100221;MARANHÃO;APROVADO
407020144;DRENAGEM DE ABSCESSO ISQUIORRETAL;2;1.0;10;2;100222;MARANHÃO;APROVADO
407020292;HERNIORRAFIA C/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA);119;0.593;10;71;100223;MARANHÃO;APROVADO
407020349;PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO;2;1.0;10;2;100224;MARANHÃO;APROVADO
407030182;PANCREATECTOMIA PARCIAL;2;1.0;10;2;100225;MARANHÃO;APROVADO
407030204;PANCREATO-DUODENECTOMIA;2;1.0;10;2;100226;MARANHÃO;APROVADO
407030247;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS;4;0.593;10;3;100227;MARANHÃO;APROVADO
407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA;13;0.593;10;8;100228;MARANHÃO;APROVADO
408060212;RESSECÇÃO DE CISTO SINOVIAL;128;0.593;10;76;100229;MARANHÃO;APROVADO
408060603;TRATAMENTO CIRÚRGICO DE HERNIA MUSCULAR;2;1.0;10;2;100230;MARANHÃO;APROVADO
409010030;CISTECTOMIA TOTAL;6;0.593;10;4;100231;MARANHÃO;APROVADO
409010464;TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL;4;0.593;10;3;100232;MARANHÃO;APROVADO
409010499;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL;27;0.593;10;17;100233;MARANHÃO;APROVADO
409010502;TRATAMENTO CIRURGICO DE REFLUXO VESICO-URETERAL;3;0.593;10;2;100234;MARANHÃO;APROVADO
409020109;RESSECCAO E FECHAMENTO DE FISTULA URETRAL;7;0.593;10;5;100235;MARANHÃO;APROVADO
409040088;EXERESE DE LESAO DO CORDAO ESPERMATICO;6;0.593;10;4;100236;MARANHÃO;APROVADO
409060020;COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO;274;0.593;10;163;100237;MARANHÃO;APROVADO
409060127;HISTERECTOMIA SUBTOTAL;67;0.593;10;40;100238;MARANHÃO;APROVADO
409060178;HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO;78;0.593;10;47;100239;MARANHÃO;APROVADO
409060240;SALPINGECTOMIA VIDEOLAPAROSCOPICA;3;0.593;10;2;100240;MARANHÃO;APROVADO
409070033;COLPOCLEISE (CIRURGIA DE LE FORT);4;0.593;10;3;100241;MARANHÃO;APROVADO
409070211;RECONSTRUCAO DA VAGINA;9;0.593;10;6;100242;MARANHÃO;APROVADO
